Job Title,Company,Location,Salary,Date,Job Link,Expire Date,Welfare,Job Description,Job Requirements,Job Level,Job Type,Experience,Industry,Min_Salary,Max_Salary,exp_min,exp_max
Retail Sales Supervisor,"Triumph International Vietnam Co., Ltd.",Hồ Chí Minh,15 Tr - 20 Tr Vnd,2025-03-20,https://careerviet.vn/vi/tim-viec-lam/retail-sales-supervisor.35C35ED3.html,2025-03-27,"['Chế độ bảo hiểm', 'Du Lịch', 'Chế độ thưởng']","PURPOSE OF THE JOB To oversee and drive the performance of stores within the assigned region by achieving sales growth, ensuring operational excellence, developing high-performing teams, and delivering exceptional customer experiences. This role ensures alignment with the company’s strategic goals and retail standards while maintaining profitability and customer satisfaction GENERAL DUTIES and RESPONSIBILITIES 1/ Sales & Performance Management - Achieve and exceed the region’s sales targets, profitability goals, and other KPIs (e.g., UPT, VPT, and conversion rates). - Regularly analyze sales reports and performance data, identifying areas of improvement and developing actionable plans - Monitor footfall and customer behavior to optimize in-store strategies and promotions - Collaborate with the e-commerce team to support omnichannel initiatives like click-and-collect or in-store pickups 2/ Operational Excellence - Ensure adherence to global retail operational standards, including inventory management, visual merchandising, and customer service protocols - Conduct weekly store audits to ensure compliance with store standards, promotional execution, and corporate policies - Partner with cross-functional teams (e.g., Marketing, Merchandising, and Supply Chain) to implement tailored promotional campaigns - Drive sustainability initiatives, such as energy efficiency and waste reduction, in line with company objectives 3/ Team Leadership and Development - Recruit, train, and develop store managers and sales advisors to create high-performing teams - Provide coaching and feedback to store managers, focusing on leadership skills and operational excellence - Conduct regular performance reviews and appraisals, ensuring alignment with company goals - Foster a collaborative and positive working environment, promoting teamwork, creativity, and respect 4/ Customer-Centric Focus: - Monitor customer feedback through reviews, surveys, and mystery shopper reports to continuously improve customer experiences - Address escalated customer complaints and ensure timely resolution. - Implement initiatives to increase customer retention and loyalty in collaboration with the marketing team 5/ Retail Expansion and Strategy - Identify potential locations for new stores and provide recommendations for store openings or closures - Assist in planning and executing store openings, refurbishments, and relocations - Develop and implement tailored strategies to outpace competitors and increase market share. KEY INTERFACES [For Internal interface list Department, Position and specify Activity in Area of Interface Internal key customers Finance Department , Product Management Departments, Advertising & Promotion Department, HR, Demand Planning, Expansion, Procurement, Logistic, Brand Advisor, Sales Teams External key customers Landlord, Properties Management, Local Authority... Key performance indicators (KPI) Sales growth (monthly, quarterly, and yearly) compared to targets. Improvement in customer experience metrics (e.g., Net Promoter Score, mystery shopper results Operational compliance rates (e.g., inventory turnover, VM standards, and store audits). Staff performance metrics (e.g., training completion, attrition rates, and productivity). Execution and ROI of promotional campaigns and omnichannel initiatives.","Professional Experience: Minimum of 2+ years’ experience in multi-store retail management. Proven track record of driving sales growth and operational excellence in a fast-paced retail environment. Experience in managing omnichannel operations and cross-functional teams. Strong negotiation and relationship management skills. EDUCATION REQUIREMENTS Education Requirements: Bachelor’s Degree in Business, Retail Management, or a related field. Additional certifications in leadership, retail operations, or business analytics are a plus. OTHER REQUIREMENTS Leadership: Ability to inspire and lead diverse teams toward achieving company goals. Data-Driven Decision Making: Proficiency in using sales and operational data to identify trends and opportunities. Customer-Centric Mindset: Strong focus on enhancing customer satisfaction and loyalty. Negotiation Skills: Expertise in securing favorable lease terms and vendor agreements. Technology Proficiency: Familiarity with retail software, POS systems, and inventory management tools. Adaptability: Resilience and flexibility to navigate change and thrive in a dynamic environment. personal qualities Integrity and professionalism Strategic and critical thinking Strong communication and interpersonal skills Passion for retail excellence NOTE This Job Description is not intended to be all-inclusive. Employees may perform other related duties as negotiated to meet the ongoing needs of the organization",Trưởng nhóm / Giám sát,Nhân viên chính thức,Trên 5 Năm,Bán hàng / Kinh doanh,15000000.0,20000000.0,5.0,5.0
Nhân Viên Telesale,Edupia,Hà Nội,13 Tr - 30 Tr Vnd,2025-03-20,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-telesale.35C34401.html,2025-04-18,"['Laptop', 'Chế độ bảo hiểm', 'Du Lịch']","1. Thông tin sản phẩm: Edupia Tutor là Chương trình Gia Sư Tiếng Anh chất lượng cao cùng Giáo viên có thành tích giảng dạy xuất sắc được chọn lọc kĩ lưỡng từ các trường sư phạm, ngoại ngữ hàng đầu trên toàn quốc, và đặc biệt nhiều kinh nghiệm chinh chiến các bài thi của Học Sinh Giỏi, chuyển cấp THCS, THPT. Là chương trình Tiếng Anh online với thành tích xuất sắc, chất lượng là ưu tiên hàng đầu trong lớp học gia sư EDUPIA, chương trình thiết kế giúp con đạt chuẩn đầu ra theo hệ Cambridge quốc tế. 2. Mô tả công việc: - Liên hệ, tư vấn bán khoá học online cho phụ huynh, học sinh theo nguồn data có sẵn, tỉ lệ chốt cao (30%) - Chịu trách nhiệm và đảm bảo doanh số được giao.","- Nữ, có tối thiểu 6 tháng kinh nghiệm Telesale/sale các ngành nghề - Độ tuổi : 1992-2002 - Tinh thần thái độ tốt, xông pha, chăm chỉ - Tư duy nhanh nhẹn - Đam mê kiếm tiền, mục tiêu phát triển sự nghiệp trong nghề Telesale QUYỀN LỢI ĐẶC BIỆT CỦA TELESALE TẠI EDUPIA TUTOR: 1. Thu nhập cao, rõ ràng nhất trong các Công ty cùng ngành: - Thu nhập hàng tháng từ 13 - 30 triệu+++/tháng, bao gốm: + Lương cứng 9-13 triệu. + Hoa hồng: 2 - 9%. Thử việc hưởng 100% lương và hoa hồng. - Thưởng liên tục: thưởng nóng, thưởng best Seller, thưởng tăng tốc theo tuần, tháng, năm. - Đánh giá điều chỉnh tăng lương 2 tháng/ lần, 6 lần/ năm. - Ứng viên tại Edupia Tutor sẽ được: Cung cấp 100% data, không cần tìm kiếm khách hàng. Được trang bị máy tính, tai nghe, làm việc trên hệ thống CRM tiện dụng để liên hệ với khách hàng. 2. Thăng tiến: - Có cơ hội được thăng tiến lên Topsale, Trưởng nhóm (quản lý 10 Telesale) chỉ sau 3 tháng làm việc; Cơ hội thăng tiến lên Trưởng/ Phó Phòng Telesale (quản lý 20-30 Telesale) chỉ sau 6 tháng làm việc. - Được bán các sản phẩm tiếng Anh online chất lượng cao dẫn đầu thị trường Việt Nam. - Topsale được ưu tiên về data bán mới khi thiếu doanh số. - Được chủ trì các cuộc họp chuyên môn nhằm nâng cao kĩ năng cho Telesale cấp phòng. 3. Quyền lợi khác: - Được tặng bộ sản phẩm học Tiếng Anh online trọn đời ngay khi nhận việc tại Edupia. - Thưởng tháng 13, thưởng Lễ/ Tết - BHXH đầy đủ theo luật lao động, nghỉ phép 12 ngày/năm và các ngày lễ - Văn phòng đẹp, tiện nghi, hiện đại - Du lịch hàng năm với địa điểm hấp dẫn, thường xuyên tổ chức các hoạt động team building gắn kết cộng đồng, các hoạt động vui chơi giải trí cho nhân viên. - Môi trường làm việc trẻ trung, năng động với chính sách đãi ngộ tốt, có nhiều cơ hội nâng cao năng lực bản thân và tăng thêm thu nhập.",Nhân viên,Nhân viên chính thức,Lên Đến 1 Năm,"Bán hàng / Kinh doanh , Tư vấn , Dịch vụ khách hàng",13000000.0,30000000.0,0.0,5.0
Sales Leader,Công Ty Tnhh Một Thành Viên Đầu Tư Và Phát Triển  Giáo Dục Nhân Văn,An Giang,Cạnh Tranh,2025-03-15,https://careerviet.vn/vi/tim-viec-lam/sales-leader.35C2F8EC.html,2025-04-13,"['Laptop', 'Chế độ bảo hiểm', 'Du Lịch']","Job Purpose : Responsible for developing and implementing B2C, B2B(*) sales strategies to attract and maintain relationships with high-income clients and partners, driving revenue growth for the school. Key Responsibilities : Develop and execute B2B sales strategy : Create long-term and short-term sales strategies to target and convert businesses, organizations, and high-income families for student enrollment at the school. Analyze the market and competitors to propose effective sales solutions. Manage and maintain client relationships : Build and maintain long-term relationships with business partners and target clients. Update customer information and needs to propose suitable educational solutions. Work closely with the Marketing Manager : Collaborate with the Marketing Manager to optimize marketing campaigns that support sales efforts. Provide market insights, customer feedback, and campaign results to adjust the sales strategy. Meet and exceed revenue targets : Set sales targets for the team and oversee their execution. Ensure revenue goals are met through effective sales strategies and exploiting new business opportunities. Report and analyze sales performance : Regularly report on sales results, business opportunities, and client status to the Marketing Manager. Analyze sales data to adjust strategies and improve results. Organize and participate in events and seminars : Organize and attend events related to student enrollment, school introductions, and educational programs. Build partnerships with organizations and businesses with potential for collaboration.","At least 3-5 years of experience in sales, especially B2B experience Preferably in the education industry. Strong skills in building and maintaining client relationships, especially with high-income clients. Good leadership and team management skills, with the ability to drive the team to achieve and exceed targets. Ability to work closely with other departments (Marketing, Finance, etc.) to achieve common goals. Excellent communication and negotiation skills with the ability to engage with large partners. Proficient in MS Office, CRM tools, and sales data analysis. Bachelor’s degree or higher, preferably in Business Administration, Marketing, Education, or related fields.",Trưởng nhóm / Giám sát,Nhân viên chính thức,3 - 5 Năm,"Bán hàng / Kinh doanh , Giáo dục / Đào tạo , Bảo hiểm",21716056.0,31750014.0,3.0,5.0
Product Development Senior Expert (Insurance Project),Ngân Hàng Tmcp Kỹ Thương Việt Nam (Techcombank),Hà Nội,Cạnh Tranh,2025-03-19,https://careerviet.vn/vi/tim-viec-lam/product-development-senior-expert-insurance-project.35C3818A.html,2025-04-12,"['Chế độ bảo hiểm', 'Du Lịch', 'Chế độ thưởng']","Job Purpose The Product Development Senior Expert is responsible for leading the design, development, and implementation of innovative life insurance products. This role requires a strategic thinker with a deep understanding of market trends, customer needs, and regulatory requirements to drive product profitability and competitiveness. Main Responsibilities Product Innovation and Development - Lead the end-to-end product development process, from ideation to market launch, ensuring alignment with company strategy and customer needs. - Conduct comprehensive market research and competitor analysis to identify opportunities for new product offerings and enhancements. - Collaborate with cross-functional teams, including actuarial, legal, operations, and IT, to develop product specifications, policy wordings, and system requirements. Project Management - Oversee multiple product development projects simultaneously, ensuring timely delivery and adherence to quality standards. - Develop and manage detailed project plans, budgets, and timelines, coordinating with internal and external stakeholders. Stakeholder Collaboration and Training - Work closely with sales, marketing, and distribution teams to develop effective go-to-market strategies and promotional materials. - Provide training and support to sales and customer service teams, ensuring a thorough understanding of product features and benefits. Regulatory Compliance and Documentation - Ensure all products comply with local regulatory requirements and company policies. - Prepare and submit necessary documentation for product approvals and filings with regulatory bodies. Performance Monitoring and Continuous Improvement - Monitor product performance metrics, analyzing data to assess profitability, customer satisfaction, and market competitiveness. - Gather feedback from customers and sales teams to identify areas for product improvement and innovation.","Qualifications and Experience Education - Bachelor's degree in Business, Finance, Insurance, Marketing, or a related field. Experience - 5-8 years of experience in life insurance product development, with a proven track record of successful product launches. - Demonstrated experience in project management and cross-functional team collaboration. Skills - Strong analytical and problem-solving abilities, with a creative approach to product innovation. - Excellent communication and interpersonal skills, capable of influencing stakeholders at all levels. - Proficiency in market research methodologies and data analysis. - Familiarity with regulatory requirements and compliance processes in the life insurance industry. - Ability to manage multiple projects simultaneously, delivering results within set timelines. This role is pivotal in driving the company's product strategy, ensuring a competitive edge in the market through innovative and customer-centric life insurance solutions.",Trưởng nhóm / Giám sát,Nhân viên chính thức,5 - 8 Năm,"Ngân hàng , Tài chính / Đầu tư , Bảo hiểm",21716056.0,31750014.0,5.0,8.0
Product Development Senior Expert (Insurance Project),Ngân Hàng Tmcp Kỹ Thương Việt Nam (Techcombank),Hà Nội,Cạnh Tranh,2025-03-24,https://careerviet.vn/vi/tim-viec-lam/product-development-senior-expert-insurance-project.35C3523F.html,2025-04-22,"['Chế độ bảo hiểm', 'Du Lịch', 'Chế độ thưởng']","Job Purpose The Product Development Senior Expert is responsible for leading the design, development, and implementation of innovative life insurance products. This role requires a strategic thinker with a deep understanding of market trends, customer needs, and regulatory requirements to drive product profitability and competitiveness. Main Responsibilities Product Innovation and Development - Lead the end-to-end product development process, from ideation to market launch, ensuring alignment with company strategy and customer needs. - Conduct comprehensive market research and competitor analysis to identify opportunities for new product offerings and enhancements. - Collaborate with cross-functional teams, including actuarial, legal, operations, and IT, to develop product specifications, policy wordings, and system requirements. Project Management - Oversee multiple product development projects simultaneously, ensuring timely delivery and adherence to quality standards. - Develop and manage detailed project plans, budgets, and timelines, coordinating with internal and external stakeholders. Stakeholder Collaboration and Training - Work closely with sales, marketing, and distribution teams to develop effective go-to-market strategies and promotional materials. - Provide training and support to sales and customer service teams, ensuring a thorough understanding of product features and benefits. Regulatory Compliance and Documentation - Ensure all products comply with local regulatory requirements and company policies. - Prepare and submit necessary documentation for product approvals and filings with regulatory bodies. Performance Monitoring and Continuous Improvement - Monitor product performance metrics, analyzing data to assess profitability, customer satisfaction, and market competitiveness. - Gather feedback from customers and sales teams to identify areas for product improvement and innovation.","Qualifications and Experience Education - Bachelor's degree in Business, Finance, Insurance, Marketing, or a related field. Experience - 5-8 years of experience in life insurance product development, with a proven track record of successful product launches. - Demonstrated experience in project management and cross-functional team collaboration. Skills - Strong analytical and problem-solving abilities, with a creative approach to product innovation. - Excellent communication and interpersonal skills, capable of influencing stakeholders at all levels. - Proficiency in market research methodologies and data analysis. - Familiarity with regulatory requirements and compliance processes in the life insurance industry. - Ability to manage multiple projects simultaneously, delivering results within set timelines. This role is pivotal in driving the company's product strategy, ensuring a competitive edge in the market through innovative and customer-centric life insurance solutions.",Nhân viên,Nhân viên chính thức,5 - 8 Năm,"Kế toán / Kiểm toán , Ngân hàng , Tài chính / Đầu tư",21716056.0,31750014.0,5.0,8.0
Marketing Leader,Bss Group,Hà Nội,"800 - 1,200 Usd",2025-03-25,https://careerviet.vn/vi/tim-viec-lam/marketing-leader.35C36BC0.html,2025-04-12,"['Laptop', 'Chế độ bảo hiểm', 'Du Lịch']","BSS Group is a trusted leader in full-service eCommerce solutions. Since 2012, we have specialized in delivering cutting-edge solutions for Magento and Shopify merchants, operating across eight brands and serving customers in 150+ countries. We are looking for a Marketing Leader to play a key role in managing marketing projects of our new business unit, driving our ecosystem brand expansion and maximizing global impact. This position requires a strategic thinker with deep expertise in marketing disciplines and the ability to lead in-house and/or clients’ teams effectively. Key Responsibilities 1. Project-based Team Management: Lead and manage the marketing projects to serve in-house/clients’ objectives. Build, develop, and oversee the performance of team members. Ensure team members are aligned on goals, priorities, and execution plans. 2. Marketing Strategy & Performance Analytics: Analyze market trends, customer behavior, and competitive landscape to guide strategic decision-making. Develop comprehensive marketing plans and KPIs that integrate various channels and strategies. Continuously utilize project performance based on data analytics. 3. Collaboration & Report: Work cross-functionally with other teams (e.g., sales, product, operations) to align marketing strategies with broader goals. Represent the marketing team in meetings with managers and C-level executives for performance reports and strategic recommendations.","At least 2 years of experience in leading a marketing team or managing marketing projects with proven results, preferably in SaaS, eCommerce, or marketing agency environments. Expertise in at least one core marketing discipline (content, SEO, PPC, etc.). Good planning and organizational skills, with demonstrated expertise in developing and executing detailed marketing strategies. Ability to prioritize tasks, manage timelines, and drive performance in a fast-paced environment. Excellent written and verbal communication skills in English. IELTS 7.0 or above. Proficient in managing, collecting, and analyzing data to drive actionable insights and optimize marketing performance.",Quản lý,Nhân viên chính thức,Trên 2 Năm,Tiếp thị / Marketing,20404000.0,30606000.0,2.0,5.0
Trade Assistant Manager (Europe),Công Ty Tnhh Msc Việt Nam,Hồ Chí Minh,Cạnh Tranh,2025-03-25,https://careerviet.vn/vi/tim-viec-lam/trade-assistant-manager-europe.35C3927A.html,2025-04-18,"['Laptop', 'Chế độ bảo hiểm', 'Du Lịch']","Collaborate with the Trade Manager to develop trade plans and strategies, considering market movements such as rates, vessel capacity, and client requests. Analyze trade data and trends to identify opportunities for cargo lifting, ocean freight improvement, or new products on the trades. Maintain and update freight rates and tariffs based on spot/NACs rates and contractual/long-term agreements. Coordinate with sales and freighting teams to ensure accurate and competitive pricing for all DCAs/IFF. Monitor capacity and space management within allocations given by Geneva/Regional to ensure optimal utilization. Act as a primary point of contact for MSC GVA, MSC Regional, and other MSC Agents to resolve specific issues and problems. Communicate with local stakeholders on GVA/RO directions, strategies, and goals. Achieve budget volume, revenue, and goals for the respective trade. Update prospects on market activities and trade performance, following GVA guidelines on budget volume-driven policy. Monitor space allocation versus booking on each feeder/M/V and coordinate with the ispace team, Transshipment Department, and Capacity team. Monitor cargo selection and yield management to ensure a balance of high/low paying cargo for respective trades daily. Participate in weekly meetings with the Sales team and check daily booking performance to update on trade performance and relevant issues. Prepare, review, and ensure weekly, monthly, and quarterly reports are accurate and submitted in a timely manner to respective management. Work closely with various internal departments, such as operations, logistics, VAS, finance, and HR, to ensure effective coordination and alignment of trade activities. Participate in cross-functional projects and initiatives as required. Perform any duties as assigned by the Trade Manager or Commercial Director","Key Experience & Qualifications Bachelor's degree in Business, Logistics, Supply Chain Management, or a related field. Proven experience in trade management, logistics, or a related field. Experience in the shipping or logistics industry. Knowledge of international trade regulations and compliance Key Competencies & Skills Strong analytical skills and the ability to interpret trade data and trends. Excellent communication and interpersonal skills. Ability to work collaboratively with cross-functional teams. Proficiency in Microsoft Office Suite and trade management software. Strong organizational and time management skills.",Nhân viên,Nhân viên chính thức,3 - 4 Năm,"Xuất nhập khẩu , Vận chuyển / Giao nhận / Kho vận",21716056.0,31750014.0,3.0,4.0
Digital Marketing Executive (Senior),Công Ty Tnhh Mathpresso Việt Nam,Hà Nội,20 Tr - 40 Tr Vnd,2025-03-09,https://careerviet.vn/vi/tim-viec-lam/digital-marketing-executive-senior.35C321E7.html,2025-04-07,"['Laptop', 'Chế độ bảo hiểm', 'Du Lịch']","The Senior Digital Marketing Executive at QANDA Study plays a key role in building and implementing digital marketing strategies to promote the company's products and services, aiming to increase growth and brand awareness. The job includes: Planning and Campaign Implementation: Develop overall and detailed digital marketing plans for each stage, product, or specific campaign. Implement, manage, and optimize multi-channel advertising campaigns on platforms: Facebook, Google Ads (Search, Display, YouTube), Zalo Ads, Coc Coc, TikTok, and other channels suitable for the target audience. Ensure campaigns are executed on schedule, achieve high efficiency, and adhere to the approved budget. Work closely with the Content Marketing team, Designers, and related departments to create advertising campaigns with engaging content, suitable for the target audience and consistent with the brand message. Analysis, Reporting, and Optimization: Monitor, measure, and analyze the effectiveness of marketing campaigns using data analysis tools (Google Analytics, Facebook Analytics, etc.). Evaluate campaign performance based on established KPIs (CPA, ROI, ROAS, Conversion Rate, Reach, Engagement, etc.). Prepare periodic reports and propose optimization solutions based on analysis results to improve campaign performance and optimize costs. Control and optimize advertising costs within the allocated budget, ensuring maximum efficiency. Supporting Other Marketing Activities: Support the organization of events, seminars, PR activities, and other offline marketing activities (if any). Work with partners, agencies, and marketing service providers (if any). Contribute ideas and propose new marketing strategies based on market trends and customer needs.","Minimum 3 years of experience working as a Digital Marketing professional, preferably with experience in the online education field. In-depth knowledge of Digital Marketing channels and online advertising tools (Facebook Ads, YouTube Ads, Google Ads, Zalo Ads, TikTok Ads, etc.). Experience in implementing and optimizing multi-channel advertising campaigns, achieving set KPIs. Good data analysis skills, proficient in using analysis tools (Google Analytics, Facebook Analytics, etc.). Project management, teamwork, and effective independent working skills. Proactive, highly responsible in work, ensuring a thorough understanding of product/program information and completing tasks on time. Eager to learn, proactive in seeking new knowledge, willing to receive feedback, and adaptable to a dynamic and ever-changing startup environment.",Nhân viên,Nhân viên chính thức,2 - 5 Năm,Tiếp thị / Marketing,20000000.0,40000000.0,2.0,5.0
Admissions Counselor (Level Senior Or Leader),Công Ty Tnhh Một Thành Viên Đầu Tư Và Phát Triển  Giáo Dục Nhân Văn,Hồ Chí Minh,Cạnh Tranh,2025-03-19,https://careerviet.vn/vi/tim-viec-lam/admissions-counselor-level-senior-or-leader.35C3033B.html,2025-04-17,"['Laptop', 'Chế độ bảo hiểm', 'Du Lịch']","Job Purpose : Responsible for developing and implementing B2C, B2B(*) sales strategies to attract and maintain relationships with high-income clients and partners, driving revenue growth for the school. Key Responsibilities : Develop and execute B2B sales strategy : Create long-term and short-term sales strategies to target and convert businesses, organizations, and high-income families for student enrollment at the school. Analyze the market and competitors to propose effective sales solutions. Manage and maintain client relationships : Build and maintain long-term relationships with business partners and target clients. Update customer information and needs to propose suitable educational solutions. Work closely with the Marketing Manager : Collaborate with the Marketing Manager to optimize marketing campaigns that support sales efforts. Provide market insights, customer feedback, and campaign results to adjust the sales strategy. Meet and exceed revenue targets : Set sales targets for the team and oversee their execution. Ensure revenue goals are met through effective sales strategies and exploiting new business opportunities. Report and analyze sales performance : Regularly report on sales results, business opportunities, and client status to the Marketing Manager. Analyze sales data to adjust strategies and improve results. Organize and participate in events and seminars : Organize and attend events related to student enrollment, school introductions, and educational programs. Build partnerships with organizations and businesses with potential for collaboration.","At least 3-5 years of experience in sales, especially B2B experience Preferably in the education industry. Strong skills in building and maintaining client relationships, especially with high-income clients. Good leadership and team management skills, with the ability to drive the team to achieve and exceed targets. (level Leader) Ability to work closely with other departments (Marketing, Finance, etc.) to achieve common goals. Excellent communication and negotiation skills with the ability to engage with large partners. Proficient in MS Office, CRM tools, and sales data analysis. Bachelor’s degree or higher, preferably in Business Administration, Marketing, Education, or related fields.",Nhân viên,Nhân viên chính thức,3 - 5 Năm,"Bán hàng / Kinh doanh , Tư vấn , Giáo dục / Đào tạo",21716056.0,31750014.0,3.0,5.0
Chuyên Viên Xử Lý Khiếu Nại - Ban Tiếp Thị,Công Ty Cp Du Lịch Và Tiếp Thị Gtvt Việt Nam- Vietravel,Hồ Chí Minh,Cạnh Tranh,2025-03-02,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-xu-ly-khieu-nai-ban-tiep-thi.35C355A9.html,2025-03-31,"['Chế độ bảo hiểm', 'Du Lịch', 'Phụ cấp']","​ Ứng viên sẽ đảm nhiệm các công việc chính sau: Loyalty: Xây dựng và triển khai chương trình khách hàng thân thiết. Quản lý hệ thống phần mềm và công cụ hỗ trợ chương trình Loyalty. Phân tích dữ liệu khách hàng, đánh giá hiệu quả và đề xuất cải tiến. Phối hợp với các bộ phận liên quan để triển khai chiến dịch Marketing. Theo dõi xu hướng thị trường và nghiên cứu đối thủ cạnh tranh. Data KH: Thu thập, xử lý và phân tích dữ liệu khách hàng từ nhiều nguồn. Phân khúc khách hàng, xây dựng chân dung khách hàng. Xây dựng báo cáo, dashboard và trực quan hóa dữ liệu. Đề xuất giải pháp và chiến lược dựa trên dữ liệu. CSADS: Quản lý các kênh tương tác với khách hàng (tổng đài, email, chat, mạng xã hội...). Xây dựng và quản lý nội dung CSKH trên tất cả các kênh. Đảm bảo chất lượng dịch vụ và đáp ứng các tiêu chuẩn CSKH. Phân tích dữ liệu, đánh giá hiệu quả hoạt động của các kênh CSKH. Đề xuất giải pháp cải thiện chất lượng dịch vụ.","Tốt nghiệp Đại học chuyên ngành Marketing, Quản trị Kinh doanh, Thống kê, Dữ liệu, Công nghệ thông tin, Truyền thông hoặc các ngành liên quan. Có kinh nghiệm trong lĩnh vực CSKH, Loyalty, Data hoặc Marketing. Thành thạo CRM và các công cụ, phần mềm liên quan. Sức khỏe tốt, ngoại hình dễ nhìn, tác phong chuyên nghiệp Kỹ năng giao tiếp, phân tích và giải quyết vấn đề tốt. Có khả năng làm việc độc lập và làm việc theo nhóm, chịu được áp lực công việc Biết lắng nghe, thấu hiểu, cẩn thận, tỉ mỉ, độc lập, có thể giải quyết vấn đề nhanh",Nhân viên,Nhân viên chính thức,Trên 1 Năm,"Du lịch , Dịch vụ khách hàng , Tư vấn",21716056.0,31750014.0,1.0,5.0
Marketing Manager,Soctrip,Hồ Chí Minh,Cạnh Tranh,2025-03-13,https://careerviet.vn/vi/tim-viec-lam/marketing-manager.35C32C35.html,2025-04-11,"['Laptop', 'Chế độ bảo hiểm', 'Du Lịch']","About Us : Soctrip.com is a vibrant and rapidly growing ecosystem platform, dedicated to connecting people worldwide and fostering a community of exploration and discovery. Our platform serves as a community for users to share experiences, discover new destinations, and connect with like-minded individuals. Why join Us: We offer an experience that transcends traditional social networking platforms. At its core, our platform integrates a comprehensive array of services including Online Travel Agency (OTA), Food service, and E-commerce, providing users with a seamless and enriching ecosystem for both social interaction and practical needs. We facilitates effortless travel planning, allowing users to book flights, accommodations, and activities with ease, all within the same platform where they connect with friends and family. The Food service brings together culinary enthusiasts and food lovers, enabling them to discover new recipes, share cooking tips, and even order food delivery directly through the platform. Meanwhile, the Shopping feature empowers users to explore a vast marketplace, discover unique products, and make purchases in our ecosystem. What will you do Create and execute robust growth marketing strategies aimed at boosting user acquisition , engagement, and retention. Leverage data-driven insights to pinpoint optimization opportunities and enhance performance across all marketing channels. Oversee and refine digital advertising campaigns on multiple platforms. Implement A/B testing and experimentation to improve conversion rates, user experience, and overall campaign effectiveness. Work collaboratively with product, design, and engineering teams to introduce innovative marketing initiatives. Analyze key performance metrics and provide regular updates on campaign outcomes, highlighting trends and insights to guide future strategies. Stay current with industry trends, emerging technologies, and best practices in growth marketing to foster innovation and maintain a competitive edge. Manage marketing budgets effectively to ensure optimal resource allocation and maximize return on investment. Keep abreast of advancements in digital marketing tools and platforms, recommending adoption as needed.","What you will need Bachelor's degree in Marketing, Business Administration, or related field; advanced degree preferred. Proven track record of success in driving user acquisition and revenue growth through digital marketing channels. Strong analytical skills with the ability to interpret data, analyze trends, and identify insights to inform decision-making. At least 10 years' experience of managing and optimizing digital advertising campaigns in E-commerce, social networking or OTA industry. Adept at A/B testing and experimentation methodologies to optimize campaign performance. Excellent communication skills with the ability to effectively collaborate with cross-functional teams. Creative thinker with a passion for innovation and problem-solving. Results-oriented mindset with a focus on driving measurable business outcomes. Ability to thrive in a fast-paced, dynamic environment and manage multiple projects simultaneously.",Quản lý,Nhân viên chính thức,8 - 10 Năm,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Tiếp thị trực tuyến",21716056.0,31750014.0,8.0,10.0
C&B Team Leader (Quận 7) ,Savills Vietnam,Hồ Chí Minh,Cạnh Tranh,2025-03-24,https://careerviet.vn/vi/tim-viec-lam/c-b-team-leader-quan-7.35C3A46D.html,2025-04-24,"['Chế độ bảo hiểm', 'Du Lịch', 'Phụ cấp']","C&B Operation: Accountable for developing, implementing and revising the overall C&B structure and policies in line with company objectives, HR policies and labor law to deliver C&B operations. Monitor payroll process including checking timesheet, payrolls (estimation and actual), cost comparison and reports Monitor PIT process and reports. Monitor compulsory insurance data and reports. Monitor bonus calculation and reports. Conduct salary and benefits survey (Mercer methodology) Support in salary review process Design and develop different schemes for variable remuneration packages, including pay structure, bonus, benefits. Prepare annual staff cost budget, including monthly, quarterly review and reporting. Remain up-to-date with laws and regulations in relation to payroll, tax and other legislative requirements, support peers on the implementation of company policies, programs, and initiatives. Manage the master data of employees, including data entry, updates, and storage of personal records for all employees. Monitor labor contract renewals process and record. Employee relation: Handle labor issues, disciplinary procedures (if any). Communicate policies pertaining to contracts, bonus, compensation, and benefits… Investigate and resolve employee complaints and grievances. Conduct exit interviews and provide feedback to management to analyze the turnover rate. Manage employee discipline and performance improvement processes. Performance Management: Manage the performance appraisal process, including communication, training.. Leadership task: Supervise and mentor a team of compensation and benefits professionals, providing coaching, training, and development opportunities. Collaborate with other HR functions, such as Talent Acquisition and Talent Management, Training to support organizational objectives related to talent acquisition and retention. Other tasks as assigned by HR Director.","Specification: Bachelor's degree or higher in Human Resources, Business Administration, or a related field. At least 3 years of C&B’s experience in the business size of over 300 headcounts, with at least 1 year in a supervisory role. Manage a team of 2-3 members. Competencies: Strong understanding of compensation principles, Labor law, PIT law, Social Insurance regulation. Familiarity with benefits administration, including health and wellness programs, retirement plans, and insurance policies. Good English communication skills, spoken and written. Hard skill: Must have: Proficient MS: word, excel, powerpoint. Power BI is a plus. Standard C&B Operations such as: Labor Law, Payroll, Insurance, Policies & Procedures, Budget & Planning, PIT,... Nice to have: Total Rewards (salary structure, cost analysis & job evaluation, performance appraisal, recognition, etc.) HR Information System Soft Skill Communication, Solution Focused, Data-driven, Analyzing, Leadership, Change Agile",Trưởng nhóm / Giám sát,Nhân viên chính thức,3 - 5 Năm,Nhân sự,21716056.0,31750014.0,3.0,5.0
